,Từ khóa,Chỉ số tài liệu,Tần số
46843,section,458,2
46844,section,463,1
46845,section,464,1
46846,section,465,2
46847,section,512,1
46848,section,513,1
46849,section,528,6
46850,section,533,1
46851,section,541,1
46852,section,553,1
46853,section,559,1
46854,section,560,3
46855,section,574,3
46856,section,580,1
46857,section,594,2
46858,section,598,2
46859,section,602,1
46860,section,603,2
46861,section,611,2
46862,section,613,1
46863,section,624,1
46864,section,630,2
46865,section,637,1
46866,section,647,1
46867,section,648,1
46868,section,650,1
46869,section,651,2
46870,section,655,2
46871,section,670,1
46872,section,672,1
46873,section,674,1
46874,section,676,6
46875,section,678,1
46876,section,685,1
46877,section,687,1
46878,section,703,1
46879,section,718,2
46880,section,721,2
46881,section,751,1
46882,section,752,1
46883,section,753,3
46884,section,756,1
46885,section,757,1
46886,section,761,1
46887,section,765,1
46888,section,771,1
46889,section,772,1
46890,section,775,2
46891,section,776,1
46892,section,779,1
46893,section,786,4
46894,section,787,4
46895,section,795,1
46896,section,796,5
46897,section,797,1
46898,section,798,1
46899,section,799,1
46900,section,800,1
46901,section,850,1
46902,section,851,2
46903,section,855,1
46904,section,867,1
46905,section,868,4
46906,section,876,1
46907,section,884,1
46908,section,896,1
46909,section,899,1
46910,section,921,2
46911,section,933,3
46912,section,963,1
46913,section,1004,1
46914,section,1024,1
46915,section,1030,2
46916,section,1033,3
46917,section,1042,1
46918,section,1056,3
46919,section,1061,1
46920,section,1083,1
46921,section,1111,1
46922,section,1140,1
46923,section,1142,1
46924,section,1152,1
46925,section,1153,4
46926,section,1156,2
46927,section,1173,1
46928,section,1183,4
46929,section,1194,1
46930,section,1202,4
46931,section,1203,1
46932,section,1205,1
46933,section,1217,1
46934,section,1220,1
46935,section,1230,1
46936,section,1246,1
46937,section,1261,1
46938,section,1264,1
46939,section,1270,1
46940,section,1288,1
46941,section,1309,1
46942,section,1312,1
46943,section,1314,1
46944,section,1337,1
46945,section,1338,2
46946,section,1348,1
46947,section,1352,1
46948,section,1353,2
46949,section,1358,2
46950,section,1379,1
46951,section,1381,1
46952,exact,13,1
46953,exact,19,1
46954,exact,27,1
46955,exact,43,1
46956,exact,58,1
46957,exact,59,1
46958,exact,81,1
46959,exact,85,2
46960,exact,86,1
46961,exact,97,1
46962,exact,114,2
46963,exact,117,1
46964,exact,121,1
46965,exact,123,2
46966,exact,127,1
46967,exact,130,2
46968,exact,132,1
46969,exact,148,1
46970,exact,178,1
46971,exact,200,1
46972,exact,207,1
46973,exact,228,1
46974,exact,245,1
46975,exact,246,1
46976,exact,247,1
46977,exact,265,2
46978,exact,273,1
46979,exact,291,2
46980,exact,306,1
46981,exact,322,1
46982,exact,326,2
46983,exact,340,1
46984,exact,350,1
46985,exact,363,1
46986,exact,364,3
46987,exact,365,2
46988,exact,369,1
46989,exact,389,1
46990,exact,392,1
46991,exact,393,1
46992,exact,400,3
46993,exact,403,2
46994,exact,407,1
46995,exact,411,1
46996,exact,416,1
46997,exact,432,1
46998,exact,447,2
46999,exact,457,1
47000,exact,458,1
47001,exact,459,1
47002,exact,475,1
47003,exact,476,1
47004,exact,487,1
47005,exact,498,1
47006,exact,500,1
47007,exact,539,1
47008,exact,555,2
47009,exact,556,1
47010,exact,558,2
47011,exact,560,1
47012,exact,564,1
47013,exact,585,1
47014,exact,610,1
47015,exact,619,1
47016,exact,638,1
47017,exact,643,1
47018,exact,644,1
47019,exact,647,1
47020,exact,651,1
47021,exact,652,1
47022,exact,660,1
47023,exact,664,1
47024,exact,701,1
47025,exact,749,1
47026,exact,765,1
47027,exact,822,1
47028,exact,845,1
47029,exact,850,1
47030,exact,854,1
47031,exact,962,1
47032,exact,965,2
47033,exact,979,1
47034,exact,988,1
47035,exact,1042,1
47036,exact,1055,1
47037,exact,1080,1
47038,exact,1108,2
47039,exact,1181,1
47040,exact,1188,1
47041,exact,1192,3
47042,exact,1209,2
47043,exact,1221,1
47044,exact,1244,1
47045,exact,1247,1
47046,exact,1256,1
47047,exact,1270,1
47048,exact,1293,1
47049,exact,1296,1
47050,exact,1302,1
47051,exact,1307,1
47052,exact,1365,1
47053,exact,1369,1
47054,exact,1374,1
47055,exact,1382,2
47056,exact,1384,1
47057,exact,1391,1
47058,wherev,13,1
47059,fairli,13,1
47060,fairli,256,1
47061,fairli,343,1
47062,fairli,440,1
47063,fairli,458,1
47064,fairli,510,1
47065,fairli,545,1
47066,fairli,613,1
47067,fairli,676,1
47068,fairli,758,1
47069,fairli,759,1
47070,fairli,765,1
47071,fairli,787,1
47072,fairli,804,1
47073,fairli,808,1
47074,fairli,918,1
47075,fairli,989,1
47076,fairli,1191,1
47077,fairli,1382,2
47078,moreov,13,1
47079,moreov,303,1
47080,moreov,469,1
47081,moreov,575,1
47082,moreov,703,1
47083,moreov,818,1
47084,moreov,932,1
47085,moreov,1080,1
47086,moreov,1320,1
47087,demonstr,13,1
47088,demonstr,15,1
47089,demonstr,34,1
47090,demonstr,42,1
47091,demonstr,55,1
47092,demonstr,67,1
47093,demonstr,131,1
47094,demonstr,158,1
47095,demonstr,212,2
47096,demonstr,215,1
47097,demonstr,243,2
47098,demonstr,267,1
47099,demonstr,299,1
47100,demonstr,372,1
47101,demonstr,387,1
47102,demonstr,400,1
47103,demonstr,412,1
47104,demonstr,483,1
47105,demonstr,598,1
47106,demonstr,640,1
47107,demonstr,679,1
47108,demonstr,728,1
47109,demonstr,743,1
47110,demonstr,761,1
47111,demonstr,783,1
47112,demonstr,791,1
47113,demonstr,824,1
47114,demonstr,834,1
47115,demonstr,1003,1
47116,demonstr,1042,1
47117,demonstr,1168,1
47118,demonstr,1208,1
47119,demonstr,1217,1
47120,demonstr,1249,1
47121,demonstr,1251,1
47122,demonstr,1276,1
47123,demonstr,1309,1
47124,demonstr,1312,1
47125,demonstr,1365,1
47126,demonstr,1367,1
47127,demonstr,1374,1
47128,increasingli,13,1
47129,increasingli,171,1
47130,increasingli,521,1
47131,increasingli,1146,1
47132,increasingli,1249,1
47133,increasingli,1302,1
47134,import,13,1
47135,import,24,1
47136,import,26,1
47137,import,33,1
47138,import,34,1
47139,import,38,1
47140,import,45,1
47141,import,59,1
47142,import,68,1
47143,import,79,1
47144,import,82,2
47145,import,84,2
47146,import,98,2
47147,import,99,2
47148,import,118,1
47149,import,131,1
47150,import,132,1
47151,import,133,1
47152,import,136,1
47153,import,158,1
47154,import,171,1
47155,import,185,1
47156,import,186,1
47157,import,212,2
47158,import,255,1
47159,import,271,1
47160,import,287,1
47161,import,314,1
47162,import,318,1
47163,import,327,1
47164,import,333,1
47165,import,336,1
47166,import,344,1
47167,import,349,1
47168,import,359,1
47169,import,368,1
47170,import,372,1
47171,import,379,1
47172,import,387,1
47173,import,400,3
47174,import,415,1
47175,import,416,1
47176,import,418,2
47177,import,432,1
47178,import,438,2
47179,import,452,1
47180,import,462,1
47181,import,502,1
47182,import,520,1
47183,import,525,1
47184,import,551,1
47185,import,553,1
47186,import,564,1
47187,import,570,1
47188,import,571,1
47189,import,599,1
47190,import,609,1
47191,import,621,1
47192,import,648,1
47193,import,657,1
47194,import,662,1
47195,import,665,1
47196,import,666,1
47197,import,746,1
47198,import,769,1
47199,import,776,1
47200,import,777,1
47201,import,789,1
47202,import,797,2
47203,import,799,1
47204,import,801,1
47205,import,823,1
47206,import,825,2
47207,import,859,1
47208,import,861,1
47209,import,898,1
47210,import,901,1
47211,import,905,1
47212,import,915,1
47213,import,961,1
47214,import,982,1
47215,import,991,1
47216,import,1014,1
47217,import,1038,1
47218,import,1050,1
47219,import,1051,1
47220,import,1063,1
47221,import,1091,1
47222,import,1121,2
47223,import,1124,1
47224,import,1127,1
47225,import,1146,2
47226,import,1154,1
47227,import,1194,1
47228,import,1217,1
47229,import,1221,1
47230,import,1238,1
47231,import,1243,2
47232,import,1262,2
47233,import,1309,1
47234,import,1310,2
47235,import,1334,1
47236,import,1339,1
47237,import,1347,1
47238,import,1363,1
47239,import,1368,1
47240,import,1379,1
47241,import,1386,1
47242,import,1391,2
47243,import,1393,1
47244,profil,13,1
47245,profil,48,3
47246,profil,53,3
47247,profil,60,1
47248,profil,63,1
47249,profil,69,1
47250,profil,70,1
47251,profil,71,1
47252,profil,73,3
47253,profil,75,2
47254,profil,81,1
47255,profil,87,1
47256,profil,93,2
47257,profil,100,1
47258,profil,111,2
47259,profil,115,2
47260,profil,132,2
47261,profil,137,1
47262,profil,145,4
47263,profil,146,1
47264,profil,164,3
47265,profil,167,1
47266,profil,170,3
47267,profil,176,2
47268,profil,177,1
47269,profil,178,1
47270,profil,187,1
47271,profil,188,5
47272,profil,198,1
47273,profil,200,2
47274,profil,205,1
47275,profil,210,1
47276,profil,217,1
47277,profil,218,2
47278,profil,232,1
47279,profil,239,1
47280,profil,240,1
47281,profil,260,5
47282,profil,265,1
47283,profil,268,2
47284,profil,307,1
47285,profil,326,1
47286,profil,327,1
47287,profil,334,1
47288,profil,343,1
47289,profil,350,2
47290,profil,362,1
47291,profil,363,2
47292,profil,364,1
47293,profil,365,1
47294,profil,369,1
47295,profil,380,2
47296,profil,386,1
47297,profil,396,1
47298,profil,416,7
47299,profil,426,1
47300,profil,434,2
47301,profil,439,1
47302,profil,442,1
47303,profil,473,5
47304,profil,490,2
47305,profil,494,1
47306,profil,520,1
47307,profil,533,1
47308,profil,537,1
47309,profil,546,1
47310,profil,556,1
47311,profil,562,7
47312,profil,568,1
47313,profil,585,1
47314,profil,616,2
47315,profil,620,1
47316,profil,659,1
47317,profil,672,1
47318,profil,688,1
47319,profil,749,1
47320,profil,773,1
47321,profil,796,1
47322,profil,871,1
47323,profil,932,1
47324,profil,942,6
47325,profil,960,2
47326,profil,962,1
47327,profil,964,1
47328,profil,966,1
47329,profil,977,1
47330,profil,983,1
47331,profil,984,3
47332,profil,1060,1
47333,profil,1075,2
47334,profil,1108,1
47335,profil,1211,1
47336,profil,1215,1
47337,profil,1219,1
47338,profil,1221,2
47339,profil,1224,6
47340,profil,1232,1
47341,profil,1234,1
47342,profil,1238,1
47343,profil,1240,1
47344,profil,1241,4
47345,profil,1243,1
47346,profil,1260,2
47347,profil,1272,1
47348,profil,1299,2
47349,profil,1325,1
47350,profil,1374,3
47351,profil,1382,1
47352,profil,1385,1
47353,shape,13,1
47354,shape,19,1
47355,shape,24,4
47356,shape,26,1
47357,shape,36,2
47358,shape,41,1
47359,shape,43,4
47360,shape,51,1
47361,shape,55,1
47362,shape,68,1
47363,shape,69,1
47364,shape,78,1
47365,shape,84,1
47366,shape,93,1
47367,shape,95,1
47368,shape,109,1
47369,shape,111,1
47370,shape,121,3
47371,shape,122,2
47372,shape,123,1
47373,shape,126,1
47374,shape,132,1
47375,shape,133,1
47376,shape,145,1
47377,shape,146,2
47378,shape,156,1
47379,shape,157,1
47380,shape,159,6
47381,shape,162,1
47382,shape,163,1
47383,shape,174,1
47384,shape,178,1
47385,shape,185,1
47386,shape,187,1
47387,shape,188,3
47388,shape,189,1
47389,shape,193,3
47390,shape,195,3
47391,shape,197,3
47392,shape,205,1
47393,shape,209,1
47394,shape,210,1
47395,shape,212,1
47396,shape,216,1
47397,shape,223,1
47398,shape,224,1
47399,shape,231,1
47400,shape,238,2
47401,shape,246,1
47402,shape,248,1
47403,shape,255,1
47404,shape,265,2
47405,shape,271,1
47406,shape,288,1
47407,shape,295,1
47408,shape,315,1
47409,shape,316,1
47410,shape,355,1
47411,shape,356,6
47412,shape,368,4
47413,shape,369,1
47414,shape,376,1
47415,shape,389,1
47416,shape,409,1
47417,shape,410,2
47418,shape,414,1
47419,shape,416,1
47420,shape,420,3
47421,shape,422,2
47422,shape,427,2
47423,shape,432,2
47424,shape,434,1
47425,shape,439,1
47426,shape,440,3
47427,shape,442,3
47428,shape,455,3
47429,shape,464,1
47430,shape,466,1
47431,shape,468,1
47432,shape,472,2
47433,shape,481,3
47434,shape,511,1
47435,shape,513,2
47436,shape,515,1
47437,shape,522,1
47438,shape,527,1
47439,shape,530,1
47440,shape,532,1
47441,shape,543,2
47442,shape,544,1
47443,shape,555,2
47444,shape,560,3
47445,shape,568,1
47446,shape,574,2
47447,shape,592,1
47448,shape,600,2
47449,shape,608,1
47450,shape,623,1
47451,shape,625,1
47452,shape,626,1
47453,shape,660,1
47454,shape,664,1
47455,shape,665,2
47456,shape,673,1
47457,shape,678,1
47458,shape,679,1
47459,shape,682,2
47460,shape,689,2
47461,shape,698,2
47462,shape,706,4
47463,shape,709,1
47464,shape,721,2
47465,shape,724,1
47466,shape,729,2
47467,shape,735,2
47468,shape,763,2
47469,shape,785,4
47470,shape,786,1
47471,shape,791,1
47472,shape,795,1
47473,shape,797,1
47474,shape,800,1
47475,shape,807,2
47476,shape,810,1
47477,shape,811,1
47478,shape,814,5
47479,shape,815,1
47480,shape,821,1
47481,shape,824,2
47482,shape,826,2
47483,shape,828,1
47484,shape,846,1
47485,shape,892,1
47486,shape,910,1
47487,shape,927,3
47488,shape,944,1
47489,shape,945,2
47490,shape,946,4
47491,shape,961,1
47492,shape,963,1
47493,shape,978,1
47494,shape,984,3
47495,shape,986,1
47496,shape,989,1
47497,shape,996,1
47498,shape,1004,1
47499,shape,1005,1
47500,shape,1032,1
47501,shape,1033,8
47502,shape,1034,1
47503,shape,1039,1
47504,shape,1050,1
47505,shape,1052,1
47506,shape,1073,1
47507,shape,1097,1
47508,shape,1103,2
47509,shape,1104,2
47510,shape,1106,2
47511,shape,1113,2
47512,shape,1116,1
47513,shape,1123,2
47514,shape,1126,2
47515,shape,1146,1
47516,shape,1150,1
47517,shape,1178,3
47518,shape,1183,1
47519,shape,1197,1
47520,shape,1200,6
47521,shape,1203,6
47522,shape,1223,1
47523,shape,1224,5
47524,shape,1230,2
47525,shape,1233,3
47526,shape,1238,1
47527,shape,1245,1
47528,shape,1246,1
47529,shape,1247,3
47530,shape,1273,2
47531,shape,1290,2
47532,shape,1291,1
47533,shape,1299,1
47534,shape,1300,1
47535,shape,1302,1
47536,shape,1303,2
47537,shape,1304,2
47538,shape,1309,2
47539,shape,1312,1
47540,shape,1318,2
47541,shape,1326,1
47542,shape,1327,2
47543,shape,1341,2
47544,shape,1367,1
47545,shape,1376,1
47546,grow,13,1
47547,grow,169,1
47548,grow,262,1
47549,grow,396,1
47550,grow,975,1
47551,grow,1332,1
47552,larger,13,1
47553,larger,24,2
47554,larger,128,1
47555,larger,173,1
47556,larger,175,1
47557,larger,251,1
47558,larger,252,1
47559,larger,295,1
47560,larger,307,1
47561,larger,328,1
47562,larger,333,1
47563,larger,336,1
47564,larger,345,1
47565,larger,372,1
47566,larger,445,1
47567,larger,519,1
47568,larger,564,2
47569,larger,568,1
47570,larger,588,1
47571,larger,631,1
47572,larger,645,1
47573,larger,726,1
47574,larger,795,1
47575,larger,797,1
47576,larger,910,1
47577,larger,1034,1
47578,larger,1038,1
47579,larger,1065,1
47580,larger,1113,1
47581,larger,1114,1
47582,larger,1212,1
47583,larger,1256,1
47584,larger,1262,1
47585,larger,1263,2
47586,larger,1277,1
47587,larger,1287,1
47588,larger,1337,1
47589,larger,1346,1
47590,larger,1397,1
47591,discoveri,13,1
47592,discoveri,1107,1
47593,discoveri,1364,1
47594,almost,13,1
47595,almost,23,1
47596,almost,82,1
47597,almost,93,1
47598,almost,99,1
47599,almost,149,1
47600,almost,208,1
47601,almost,211,1
47602,almost,265,1
47603,almost,419,1
47604,almost,574,1
47605,almost,588,1
47606,almost,623,1
47607,almost,655,1
47608,almost,673,1
47609,almost,682,1
47610,almost,1039,1
47611,almost,1139,1
47612,almost,1213,1
47613,almost,1229,1
47614,almost,1260,1
47615,almost,1386,1
47616,imposs,13,1
47617,imposs,210,1
47618,imposs,917,1
47619,imposs,927,1
47620,imposs,1195,1
47621,complex,13,1
47622,complex,46,1
47623,complex,59,1
47624,complex,91,3
47625,complex,101,1
47626,complex,171,1
47627,complex,283,1
47628,complex,354,1
47629,complex,394,1
47630,complex,551,1
47631,complex,610,1
47632,complex,657,1
47633,complex,737,1
47634,complex,752,1
47635,complex,843,1
47636,complex,872,1
47637,complex,913,1
47638,complex,1012,1
47639,complex,1121,1
47640,complex,1203,3
47641,complex,1253,1
47642,complex,1361,1
47643,complex,1382,1
47644,complex,1388,1
47645,complex,1389,1
47646,analys,13,1
47647,analys,41,1
47648,analys,50,1
47649,analys,91,1
47650,analys,201,1
47651,analys,228,2
47652,analys,268,1
47653,analys,288,1
47654,analys,363,1
47655,analys,387,1
47656,analys,389,1
47657,analys,390,1
47658,analys,395,1
47659,analys,400,1
47660,analys,453,1
47661,analys,478,1
47662,analys,524,1
47663,analys,526,1
47664,analys,674,1
47665,analys,684,1
47666,analys,721,1
47667,analys,768,1
47668,analys,790,1
47669,analys,791,1
47670,analys,865,1
47671,analys,883,1
47672,analys,1012,1
47673,analys,1069,1
47674,analys,1115,1
47675,analys,1271,1
47676,analys,1280,1
47677,analys,1294,1
47678,analys,1309,1
47679,analys,1323,1
47680,panel,13,1
47681,panel,14,1
47682,panel,30,2
47683,panel,74,2
47684,panel,208,1
47685,panel,284,2
47686,panel,389,4
47687,panel,390,5
47688,panel,431,1
47689,panel,432,2
47690,panel,433,6
47691,panel,485,1
47692,panel,626,6
47693,panel,657,11
47694,panel,685,1
47695,panel,708,5
47696,panel,710,5
47697,panel,719,2
47698,panel,724,2
47699,panel,725,1
47700,panel,726,6
47701,panel,727,3
47702,panel,728,4
47703,panel,765,13
47704,panel,855,15
47705,panel,856,14
47706,panel,857,10
47707,panel,858,15
47708,panel,863,4
47709,panel,893,7
47710,panel,898,1
47711,panel,910,4
47712,panel,913,1
47713,panel,923,1
47714,panel,932,1
47715,panel,947,10
47716,panel,1007,6
47717,panel,1041,1
47718,panel,1126,6
47719,panel,1129,1
47720,panel,1324,1
47721,panel,1386,6
47722,panel,1391,10
47723,panel,1397,1
47724,panel,1399,2
47725,iter,13,1
47726,iter,14,1
47727,iter,110,1
47728,iter,317,1
47729,iter,447,1
47730,iter,478,1
47731,iter,536,1
47732,iter,584,1
47733,iter,831,4
47734,iter,832,1
47735,iter,915,1
47736,iter,986,1
47737,iter,1052,2
47738,iter,1053,2
47739,iter,1054,2
47740,iter,1055,1
47741,iter,1062,1
47742,iter,1086,6
47743,iter,1087,2
47744,iter,1107,3
47745,iter,1266,1
47746,iter,1293,1
47747,iter,1360,2
47748,iter,1361,1
47749,iter,1369,1
47750,procedur,13,1
47751,procedur,29,1
47752,procedur,35,1
47753,procedur,51,1
47754,procedur,84,1
47755,procedur,126,1
47756,procedur,127,2
47757,procedur,148,1
47758,procedur,149,1
47759,procedur,193,1
47760,procedur,197,3
47761,procedur,220,4
47762,procedur,230,1
47763,procedur,245,1
47764,procedur,247,1
47765,procedur,279,1
47766,procedur,291,3
47767,procedur,296,1
47768,procedur,317,1
47769,procedur,320,1
47770,procedur,328,1
47771,procedur,356,1
47772,procedur,362,1
47773,procedur,377,2
47774,procedur,394,2
47775,procedur,432,1
47776,procedur,452,1
47777,procedur,453,2
47778,procedur,471,1
47779,procedur,522,1
47780,procedur,538,1
47781,procedur,555,1
47782,procedur,558,1
47783,procedur,573,1
47784,procedur,578,2
47785,procedur,579,1
47786,procedur,585,1
47787,procedur,628,1
47788,procedur,675,1
47789,procedur,690,3
47790,procedur,695,1
47791,procedur,703,3
47792,procedur,733,1
47793,procedur,737,1
47794,procedur,761,2
47795,procedur,771,1
47796,procedur,829,1
47797,procedur,831,1
47798,procedur,832,1
47799,procedur,835,2
47800,procedur,836,2
47801,procedur,838,2
47802,procedur,848,1
47803,procedur,868,1
47804,procedur,869,1
47805,procedur,872,1
47806,procedur,877,1
47807,procedur,890,1
47808,procedur,931,1
47809,procedur,944,1
47810,procedur,976,1
47811,procedur,985,1
47812,procedur,1004,1
47813,procedur,1017,1
47814,procedur,1038,2
47815,procedur,1050,2
47816,procedur,1052,1
47817,procedur,1053,1
47818,procedur,1055,2
47819,procedur,1070,1
47820,procedur,1085,1
47821,procedur,1099,2
47822,procedur,1123,1
47823,procedur,1134,1
47824,procedur,1182,1
47825,procedur,1191,1
47826,procedur,1223,3
47827,procedur,1224,3
47828,procedur,1241,2
47829,procedur,1245,1
47830,procedur,1260,1
47831,procedur,1288,1
47832,procedur,1292,1
47833,procedur,1293,1
47834,procedur,1360,1
47835,procedur,1361,1
47836,procedur,1369,1
47837,procedur,1374,1
47838,outlin,13,1
47839,outlin,90,1
47840,outlin,171,1
47841,outlin,193,1
47842,outlin,222,1
47843,outlin,465,1
47844,outlin,522,1
47845,outlin,551,1
47846,outlin,676,1
47847,outlin,719,1
47848,outlin,782,2
47849,outlin,836,1
47850,outlin,877,1
47851,outlin,942,1
47852,outlin,1079,1
47853,outlin,1128,1
47854,outlin,1294,1
47855,outlin,1309,1
47856,outlin,1320,1
47857,outlin,1332,2
47858,outlin,1342,1
47859,outlin,1381,1
47860,improv,13,1
47861,improv,37,1
47862,improv,91,1
47863,improv,112,4
47864,improv,203,1
47865,improv,218,1
47866,improv,226,2
47867,improv,243,4
47868,improv,294,1
47869,improv,304,1
47870,improv,319,1
47871,improv,320,1
47872,improv,335,1
47873,improv,359,1
47874,improv,362,1
47875,improv,368,1
47876,improv,460,1
47877,improv,468,2
47878,improv,478,1
47879,improv,494,1
47880,improv,502,1
47881,improv,505,1
47882,improv,575,1
47883,improv,585,1
47884,improv,587,1
47885,improv,602,1
47886,improv,621,1
47887,improv,641,1
47888,improv,678,1
47889,improv,684,1
47890,improv,687,1
47891,improv,711,1
47892,improv,730,1
47893,improv,751,2
47894,improv,766,1
47895,improv,771,1
47896,improv,780,1
47897,improv,841,1
47898,improv,926,1
47899,improv,1086,1
47900,improv,1107,1
47901,improv,1181,1
47902,improv,1265,1
47903,improv,1296,1
47904,eigenvalu,13,1
47905,eigenvalu,365,1
47906,eigenvalu,737,3
47907,eigenvalu,830,1
47908,eigenvalu,868,3
47909,eigenvalu,1232,1
47910,success,13,1
47911,success,46,1
47912,success,98,1
47913,success,104,1
47914,success,112,1
47915,success,130,1
47916,success,148,1
47917,success,162,1
47918,success,172,1
47919,success,220,1
47920,success,243,2
47921,success,283,1
47922,success,314,1
47923,success,317,1
47924,success,341,1
47925,success,343,1
47926,success,368,2
47927,success,405,1
47928,success,472,1
47929,success,475,1
47930,success,534,1
47931,success,640,1
47932,success,672,1
47933,success,702,1
47934,success,733,1
47935,success,776,1
47936,success,796,1
47937,success,800,1
47938,success,813,1
47939,success,864,2
47940,success,868,1
47941,success,976,1
47942,success,1086,1
47943,success,1087,1
47944,success,1157,1
47945,success,1168,1
47946,success,1184,1
47947,success,1223,2
47948,success,1250,1
47949,success,1278,1
47950,success,1324,1
47951,success,1337,2
47952,introduct,13,1
47953,introduct,109,1
47954,introduct,127,1
47955,introduct,131,1
47956,introduct,170,1
47957,introduct,229,1
47958,introduct,277,1
47959,introduct,335,1
47960,introduct,343,1
47961,introduct,348,1
47962,introduct,350,1
47963,introduct,363,1
47964,introduct,457,1
47965,introduct,477,1
47966,introduct,541,1
47967,introduct,578,1
47968,introduct,679,1
47969,introduct,723,1
47970,introduct,1087,1
47971,introduct,1118,1
47972,introduct,1321,1
47973,review,13,1
47974,review,19,1
47975,review,92,1
47976,review,95,2
47977,review,129,1
47978,review,141,1
47979,review,185,1
47980,review,206,1
47981,review,222,1
47982,review,232,1
47983,review,253,1
47984,review,259,2
47985,review,264,1
47986,review,272,1
47987,review,288,1
47988,review,327,1
47989,review,343,2
47990,review,414,1
47991,review,417,1
47992,review,428,1
47993,review,440,1
47994,review,488,1
47995,review,492,1
47996,review,498,1
47997,review,525,1
47998,review,533,1
47999,review,589,1
48000,review,654,1
48001,review,657,2
48002,review,659,1
48003,review,680,1
48004,review,719,2
48005,review,724,1
48006,review,745,1
48007,review,791,1
48008,review,797,1
48009,review,879,1
48010,review,891,1
48011,review,898,1
48012,review,905,1
48013,review,908,1
48014,review,920,3
48015,review,967,1
48016,review,1067,1
48017,review,1129,1
48018,review,1136,1
48019,review,1145,1
48020,review,1159,4
48021,review,1186,1
48022,review,1294,1
48023,review,1345,1
48024,review,1378,1
48025,includ,13,1
48026,includ,15,1
48027,includ,23,1
48028,includ,32,1
48029,includ,44,1
48030,includ,49,1
48031,includ,51,1
48032,includ,53,1
48033,includ,56,2
48034,includ,58,2
48035,includ,73,1
48036,includ,79,1
48037,includ,80,1
48038,includ,91,2
48039,includ,94,1
48040,includ,97,1
48041,includ,98,1
48042,includ,101,1
48043,includ,109,1
48044,includ,119,1
48045,includ,123,1
48046,includ,124,1
48047,includ,131,1
48048,includ,132,1
48049,includ,149,1
48050,includ,159,1
48051,includ,163,2
48052,includ,172,1
48053,includ,183,1
48054,includ,192,1
48055,includ,196,2
48056,includ,200,2
48057,includ,201,2
48058,includ,239,1
48059,includ,252,1
48060,includ,256,1
48061,includ,259,2
48062,includ,269,2
48063,includ,277,1
48064,includ,283,2
48065,includ,289,1
48066,includ,292,1
48067,includ,298,1
48068,includ,303,1
48069,includ,309,1
48070,includ,314,1
48071,includ,316,1
48072,includ,317,1
48073,includ,328,2
48074,includ,345,1
48075,includ,347,1
48076,includ,354,1
48077,includ,372,1
48078,includ,389,1
48079,includ,394,2
48080,includ,400,3
48081,includ,436,2
48082,includ,441,2
48083,includ,450,1
48084,includ,455,1
48085,includ,461,1
48086,includ,464,1
48087,includ,465,2
48088,includ,485,1
48089,includ,489,2
48090,includ,498,1
48091,includ,514,1
48092,includ,517,1
48093,includ,540,1
48094,includ,541,1
48095,includ,546,1
48096,includ,549,1
48097,includ,558,2
48098,includ,561,1
48099,includ,563,1
48100,includ,571,1
48101,includ,572,1
48102,includ,575,1
48103,includ,579,1
48104,includ,587,1
48105,includ,592,2
48106,includ,598,1
48107,includ,599,1
48108,includ,601,3
48109,includ,605,1
48110,includ,608,1
48111,includ,624,1
48112,includ,645,1
48113,includ,647,1
48114,includ,666,1
48115,includ,668,1
48116,includ,671,1
48117,includ,672,1
48118,includ,677,1
48119,includ,679,1
48120,includ,681,1
48121,includ,682,1
48122,includ,685,1
48123,includ,699,1
48124,includ,700,1
48125,includ,703,1
48126,includ,709,1
48127,includ,711,3
48128,includ,717,1
48129,includ,726,1
48130,includ,736,1
48131,includ,741,1
48132,includ,752,2
48133,includ,754,1
48134,includ,761,2
48135,includ,771,1
48136,includ,782,1
48137,includ,787,1
48138,includ,789,1
48139,includ,790,1
48140,includ,791,1
48141,includ,793,1
48142,includ,802,1
48143,includ,810,1
48144,includ,814,1
48145,includ,820,1
48146,includ,822,1
48147,includ,825,2
48148,includ,828,1
48149,includ,835,1
48150,includ,838,1
48151,includ,856,1
48152,includ,861,1
48153,includ,863,1
48154,includ,868,1
48155,includ,871,1
48156,includ,872,1
48157,includ,879,1
48158,includ,892,1
48159,includ,902,2
48160,includ,906,1
48161,includ,907,1
48162,includ,920,1
48163,includ,922,1
48164,includ,926,1
48165,includ,929,1
48166,includ,948,1
48167,includ,955,1
48168,includ,958,2
48169,includ,961,1
48170,includ,966,1
48171,includ,967,1
48172,includ,973,1
48173,includ,975,1
48174,includ,984,1
48175,includ,987,1
48176,includ,988,1
48177,includ,991,1
48178,includ,996,1
48179,includ,1008,1
48180,includ,1009,1
48181,includ,1010,1
48182,includ,1017,1
48183,includ,1026,1
48184,includ,1046,1
48185,includ,1047,1
48186,includ,1050,1
48187,includ,1060,2
48188,includ,1063,1
48189,includ,1074,1
48190,includ,1076,1
48191,includ,1078,1
48192,includ,1081,1
48193,includ,1085,1
48194,includ,1087,1
48195,includ,1091,1
48196,includ,1095,1
48197,includ,1096,1
48198,includ,1102,1
48199,includ,1104,1
48200,includ,1105,1
48201,includ,1106,1
48202,includ,1110,2
48203,includ,1116,1
48204,includ,1125,1
48205,includ,1130,1
48206,includ,1143,1
48207,includ,1149,1
48208,includ,1161,1
